1767541495,150.00835006884296,150.01328388821398,150.00685760925646,150.01007074873522,74,0,0
1767541555,150.01791062732119,150.0351232685356,149.98711047835192,150.01111687344377,12,0,0
1767541615,150.01412641119217,150.02760131155608,149.98699430979997,150.00729781067804,28,0,0
1767541675,150.00753779332146,150.0478620395843,149.99565429318514,150.0217581663847,37,0,0
1767541735,150.00990362209512,150.0378431067607,149.99223212055603,150.01503761365836,93,0,0
1767541795,150.01038985760664,150.0488377198072,150.00726920922963,150.02805346451842,54,0,0
1767541855,150.00359229495794,150.04795013038594,149.9798514409064,150.01390078564617,62,0,0
1767541915,149.99848915721088,150.01924673726361,149.96826406681234,149.99375540203798,26,0,0
1767541975,149.9939332236987,150.0243055919516,149.96546503909934,149.99488531552547,14,0,0
1767542035,149.99452565920552,150.03110348324697,149.96154730927063,149.99632539625878,92,0,0
1767542095,150.00255125112812,150.03401530522615,149.99608406763838,150.01504968643226,26,0,0
1767542155,150.0083423769575,150.05184253827525,149.97312143511985,150.01248198669754,83,0,0
1767542215,150.01064697916814,150.01385915396617,149.97740213852245,149.9956306462443,24,0,0
1767542275,150.0051069058832,150.02084580427848,149.96705571229316,149.99395075828582,51,0,0
1767542335,150.0026988092042,150.02140890521622,149.9811557967198,150.001282350968,39,0,0
1767542395,149.9988318321897,149.99955179119422,149.9658536442684,149.9827027177313,59,0,0
1767542455,150.00623950812377,150.03093680230103,149.99788212788164,150.01440946509132,20,0,0
1767542515,150.0037086124261,150.0166224784861,149.9582478368093,149.98743515764772,50,0,0
1767542575,149.99592001395476,150.00487312757335,149.97670872421452,149.99079092589392,60,0,0
1767542635,149.99737127283356,150.02728526005572,149.98278531939252,150.0050352897241,84,0,0
1767542695,149.99059052781192,150.03967959729465,149.96606450186394,150.0028720495793,56,0,0
1767542755,149.98493699028282,150.02964072364995,149.9462343420916,149.98793753287077,63,0,0
1767542815,149.98097316671277,149.9875550634443,149.9617549419557,149.9746550027,29,0,0
1767542875,149.97309843485237,149.99154316416264,149.9597834186312,149.97566329139693,59,0,0
1767542935,149.97847404126642,149.98990090095035,149.95193670634555,149.97091880364795,13,0,0
1767542995,149.97875315678547,149.9858589879774,149.95702208935057,149.97144053866398,42,0,0
1767543055,149.98452909522157,149.98602100881163,149.98103283932977,149.9835269240707,39,0,0
1767543115,149.97583413880614,149.99582399797833,149.9702003063433,149.98301215216082,67,0,0
1767543175,149.9783793584228,150.01616277583574,149.95899109713082,149.98757693648326,55,0,0
1767543235,149.97081836522094,149.97381854643996,149.96419024359125,149.9690043950156,39,0,0
1767543295,149.97503792247167,149.97905194572985,149.94248581573515,149.9607688807325,43,0,0
1767543355,149.96968696863468,149.98573368018225,149.9434760732427,149.96460487671249,38,0,0
1767543415,149.9657356614564,150.00484865743172,149.91596762381712,149.96040814062442,38,0,0
1767543475,149.97419489421125,150.0172947198075,149.97402404788903,149.99565938384825,46,0,0
1767543535,149.96600551241406,150.00053017471907,149.96107567307888,149.98080292389898,30,0,0
1767543595,149.95800255717322,149.97152048458105,149.94203284105802,149.95677666281955,84,0,0
1767543655,149.96449141078207,149.9828745043946,149.9180418913951,149.95045819789485,12,0,0
1767543715,149.9567160018033,149.98411540139946,149.92828101712743,149.95619820926345,38,0,0
1767543775,149.95335156860222,150.00055600743642,149.93640943619664,149.96848272181654,77,0,0
1767543835,149.94475763493773,149.96582373692647,149.91566113748277,149.94074243720462,76,0,0
1767543895,149.94286182123324,149.95244343923852,149.89616789186647,149.92430566555248,28,0,0
1767543955,149.94994644412452,149.9591722978098,149.92281818485336,149.94099524133156,99,0,0
1767544015,149.95357914037078,149.95993867626026,149.90586366942227,149.93290117284127,74,0,0
1767544075,149.96227729877538,149.96428906345878,149.91352366946833,149.93890636646356,67,0,0
1767544135,149.95737398291018,149.99556120769896,149.93280033145874,149.96418076957883,82,0,0
1767544195,149.96411330611338,149.99715452330298,149.93384061509448,149.96549756919873,70,0,0
1767544255,149.97268463006404,150.01719166138142,149.95501903320488,149.98610534729315,30,0,0
1767544315,149.97182575236144,150.01957292339995,149.9319542972612,149.97576361033057,29,0,0
1767544375,149.9679276799221,149.96896163634855,149.94399786492892,149.95647975063872,85,0,0
1767544435,149.96426453616488,150.0000148123511,149.95596408838176,149.97798945036644,54,0,0
1767544495,149.95551784083034,149.9960203432605,149.92915395418314,149.9625871487218,67,0,0
1767544555,149.96036502812254,150.00182215728327,149.91712107491838,149.9594716161008,26,0,0
1767544615,149.96372262811965,149.9757735662352,149.92611644389865,149.95094500506693,96,0,0
1767544675,149.9700394272581,149.99779650592055,149.96661578497583,149.98220614544817,87,0,0
1767544735,149.96543389980897,149.97022702958506,149.95528115165624,149.96275409062065,28,0,0
1767544795,149.96131421824253,149.99511240440708,149.95868847027415,149.97690043734062,87,0,0
1767544855,149.96308092621703,149.99914273860648,149.9291370660827,149.96413990234458,36,0,0
1767544915,149.95549448037468,149.97167733581756,149.91980483659623,149.9457410862069,88,0,0
1767544975,149.947794997838,149.9807091866067,149.94560867172208,149.9631589291644,97,0,0
1767545035,149.94011073249217,149.95457763701557,149.9161100832975,149.93534386015654,15,0,0
1767545095,149.937713988252,149.93927789655638,149.92812018759813,149.93369904207725,54,0,0
1767545155,149.92845893990707,149.93577534442363,149.91930169335853,149.92753851889108,87,0,0
1767545215,149.92460359776376,149.92908642358793,149.8906040594598,149.90984524152387,19,0,0
1767545275,149.92165234076768,149.9324520844532,149.90758463565055,149.92001836005187,10,0,0
1767545335,149.92782794924332,149.93482298441677,149.87878556879951,149.90680427660814,39,0,0
1767545395,149.92721803656408,149.9716310120936,149.8943372184963,149.93298411529497,49,0,0
1767545455,149.92788633777403,149.95110359447133,149.88959432763835,149.92034896105486,13,0,0
1767545515,149.9318748393223,149.9471291423145,149.93183777944986,149.93948346088217,94,0,0
1767545575,149.9279963127914,149.9602472712339,149.90139289695875,149.93082008409633,78,0,0
1767545635,149.91828692411795,149.92077119483034,149.91415585928215,149.91746352705624,17,0,0
1767545695,149.92646133843928,149.9426806515394,149.9014218453227,149.92205124843105,40,0,0
1767545755,149.93409524468046,149.97368689750348,149.93071446105472,149.9522006792791,40,0,0
1767545815,149.93509141693107,149.94907709454324,149.91916347849818,149.9341202865207,32,0,0
1767545875,149.93512974541954,149.96129973076998,149.89519415847863,149.9282469446243,98,0,0
1767545935,149.93875373345628,149.9469166792682,149.92059439764947,149.93375553845885,11,0,0
1767545995,149.93703152251157,149.9735800489732,149.9245259415542,149.94905299526368,64,0,0
